content,toxic,source
"那对等的，把中国人在非洲下的蛋，和他们的非洲妈一起带回国，那才是杠杠的。lee：在非洲的100万中国男人, 到底留下了多少私生子?!",1,ToxiCN
值得批判！我不明白为什么人种没有生殖隔离呢？爱美之心人皆有之！一白遮百丑！美白，美白，美听说过美黑的。没见过黑人去选美的。,1,ToxiCN
就才不就德。搞个把女人，弄点钱，少当误正事比只吵架仁义道德君子强太多了。,0,CHSD
感觉答主才是真正的脸盲连女孩子好不好看都分不出，哪有女生会丑到被人欺负啊我姐特别丑35岁了还没有一个男人喜欢过她但是她都没有你女朋友这么自卑,0,CHSD
太可怕了，永远反黑👍️,1,ToxiCN
我是女的，说实话，如果我找的男朋友交往过黑人女朋友我拔腿就跑，接受不了。交往黑人男友的女生我也做不了朋友，还是拔腿就跑。,1,ToxiCN
我的第一反应是女生应该是觉得没必要在这个时候给双方难堪查出谁的都不好评论里说这个女的不检点的心里是多坏,0,CHSD
就事论事嘛……只说看病这件事！三元里黑人街确实有不少违法乱纪的黑鬼,1,CHSD
因为亲眼见过被翻白眼的，亲耳听说过因为学黑人口音套近乎结果被围起来教育半天才放人的。,0,CHSD
不会啊，咱们也可以引进嘛。我记得有个边境有个难民村，全村都是从隔壁来的女人,0,ToxiCN
就是没办法，现代社会就是欧洲塑造的，什么东亚、黄种人等概念的原始坐标就是欧洲。,0,CHSD
喜猪妹进来看,1,ToxiCN
你这算什么 我们东北被黑的都快被踢出中国了😅,1,ToxiCN
因为上海人瞧不起外地人，所以被黑，不冤,1,ToxiCN
既然感情基础还在你就要基于这件事情给他惩罚，先分床睡一个月吧,0,ToxiCN
"关键是黑人德行也不大成吧，无论在哪里，你似乎很难找到一个好的黑人。不排除你遇到过，但就现在而言，黑人是不行的。人家搞黑命贵，不是黄命贵。动不动就来两次零元购，社会不安定因素,。",1,CHSD
微博什么时候死，最好再抓一批50W。,1,ToxiCN
对，这是正确的，不批评她们的对错，但是也不要回来祸害我们中国男人，别用那张ex的嘴脸来说中国男人的不是,1,ToxiCN
。基本上故意发布这种信息的不是?就是真nt，也许是男的奥,1,ToxiCN
这个。。。原谅我不厚道的笑了。我也想黑一下各地的女孩子,1,ToxiCN
四川不如东北挺正常的，中西部省份到现在也没发展起来吧？,0,CHSD
这位女政治家的思想是好的，但是她没看到本质上是黑人犯罪率高还是由于阶级之间矛盾导致的，穷人越来越穷，,1,CHSD
港独骂华人支那狗和在美国骂黑人nigger，在犹太人面前说希特勒万岁有什么不同吗？黑人被残害时被骂nigger，犹太人被送去集中营时被喊希特勒万岁，华人被杀戮时被喊支那狗支那猪，不好意思，港独的言论触犯的就是战争时期的杀戮语，是全人类都痛恨的,1,CHSD
搞清楚，原答案只说生活琐事，没提男方出轨，如果出轨我劝人干嘛！踩了你痛脚?出来乱咬人！,0,CHSD
习惯就好小仙女都这样抬高自己贬低他人,1,ToxiCN
这么说来单眼皮还是黄种人特色呀多好的，而且单眼皮很有个性很好看呀,0,CHSD
內個虛空法師是什麼豬精,1,ToxiCN
所以中国自古就重男轻女，喜欢多生儿子。,0,CHSD
想不到帝国主义宣传机器这么狡猾，拍劳动人民反剥削的剧作里也暗藏沙鸡，阴谋毒害下一代，这是妄图把种族压迫延续万万年啊？同学们，不能忍啊不能忍，哪怕是韩国叔叔忍了中国婶婶们也不能忍！全世界叔叔婶婶们要团结起来，,0,CHSD
🤣🤣🤣🤣🤣🤣🤣🤣强行吹,0,ToxiCN
一样是人，直男癌非要搞得比谁都厉害，比女人厉害，比基佬厉害。你怎么不上天？骂你几句谁还没点脾气？我回忆过去是给你骂的？自己不懂尊重别人，谁来尊重你？,1,CHSD
没说这假的啊。可是不觉得以偏概全吗？有事说事，答主列出来这些东西引导的方向就是山东是个大黑帮。就像说河南人都偷井盖一样可笑。,0,CHSD
贵阳10000多了。,0,CHSD
我一直觉得，绿帽宝要是能做出来，市值肯定超过阿里,1,ToxiCN
小男孩？凸( ､ ),0,CHSD
感觉清一色白的那个图和这样的食材放在一起脏了高端食材,0,ToxiCN
LZ功不可没，民族英雄。我自己也写了一些反嘿文章，但除了百度贴吧的，其他的都被删除了。我的知乎账号也被停用。我只能说，我也尽了自己的一份力。,1,ToxiCN
建议题主把贞操改成性自主权，容易把问题回归到正轨。,0,CHSD
不落后也不觉得黑人好看，美国黑人混血的比较多而已，纯种的撒哈拉黑人丑死了，,1,CHSD
md尽想着折磨人，吐了,1,ToxiCN
很赞同而且现在不少同性恋也没见得就受人歧视啊不仅基佬众多腐女也不少且以拒绝歧视的姿态把同性恋当名牌这就很引起不适了吧不反对也不希望其走向主流,0,CHSD
驻马店骗城全国有名,1,ToxiCN
如果我有你这样的女朋友，夫复何求？,0,CHSD
曾经有一群头脑清醒的人带队，已经把方法指明了，总有ylg半路出家,0,ToxiCN
现在也没有少骂啊 都荷兰喷子 恶意地域攻击,1,ToxiCN
欧美学术界，媒体早就被白左渗透丑了。而且这还是媒体发表的研究报告什么成分不必多说了吧,1,ToxiCN
绝对力量：白种人≧黄种人＞黑种人 敏捷：黄种人＞白种人＝黑种人 瞬间爆发：黑种人＞白种人＞黄种人 耐力：感觉都差不多。,0,CHSD
为什么结婚不能太早呢？一直以来父母都是用这样的说法教育我，但是我和初恋女友走过三年，如果不在26岁以前结婚的话感觉对不起女方。。,0,CHSD
介绍下你的姐妹给黑人认识下？,1,ToxiCN
当光棍足以成为一支军队的时候女性就再没有恋爱自由的权利了,1,ToxiCN
中国女孩也有拒绝黑人的自由,0,ToxiCN
想多了兄弟，爱谁接谁接,0,ToxiCN
光遇玩家围观，真的恶心。光遇作者陈星汉后来发推说明制帽来源于中国，,0,CHSD
国人为什么崇洋媚外？因为我们从小就被这样教育的，外国人比中国人好，比中国人强。而小学女生比男生学习更好，学的更深入。哪里见了外国人不去死贴啊？结果黑人也是外国人，国人都想去做朋友，结果男的被骗钱，女的被艾滋加骗钱。,1,ToxiCN
真的，男权癌特别会树立假想敌，又或者是他们其实就是找个理由来喷一下。只要涉及到女性利益的东西，就要有人要说女权癌怎么还不来，田园女权马上到达战场什么的。人还没来，就先喷一下，显得自己技高一筹？中国的男人真的被五千年男权教育费得太幼稚可笑了,1,CHSD
你见过吗？,0,ToxiCN
可以说我有偏见吧，但我心里实话就是，只要和老外有过交往的，我都从心里嫌弃😅😅因为目前能看到的的情况就是，绝大部分都是倒贴😅真爱也许有，但少之又少。,1,ToxiCN
哪里都有好人哪里都有坏人，不过山东人平均比较实在，但是也有不实在的,0,CHSD
青海人少，没存在感，，，,1,ToxiCN
并不会，现在偏远地方就行买卖埃塞俄比亚新娘🐶,1,ToxiCN
以前还有个问题是男人全部阵亡，女人还有必要反抗吗，那里面的回答真是让我叹为观止女性能顶半边天？我tui！,1,ToxiCN
黑龙江的人均城镇收入已经全国倒数第二了，还做美梦呢？,1,ToxiCN
是啊，这样多潇洒，我有个表哥在上海有房又怎么样户口还是搞不定孩子读书还是上私立，在上海这个城市租房没什么不好,0,CHSD
比起饭圈女孩，我们都是旧时代的残党了,0,CHSD
你才碰到几个西南人啊就说啊😆,0,ToxiCN
没嘲讽没贬低更没夸张，张口屁股歪闭口叛国贼，爱国不是你打压少数人的借口。,1,ToxiCN
是啊，反正干坏事的都是外地人，卖大虾的是外地人不是山东人，给黑心老板撑腰的也是外地人？？？别人都是跨省去偷东西，去当民警？？？,1,CHSD
作为一个上海人，我就想说不是北上广没有社会青年，而是北上广的社会青年看上去不会那么low,0,CHSD
可能磕药了吧，直接报警说有黑人盗窃且疑似吸du,0,CHSD
不婚不育挺好淘汰极端nc女人,1,ToxiCN
嗓门大？广东老太太谁都不虚，无论在哪里,0,ToxiCN
问题是如果一个男的老光棍，别人又会认为是身心不正常的，反正怎么做都是错,1,ToxiCN
已赞！可答主为何第四张配图黑人，容易被误以为种族歧视啊,0,CHSD
用筷子真心是素质低的表现。就像一直用金属刮黑板一样令人烦躁。——一位吃手抓饭的印度人如是说。,0,CHSD
做什么大冤种哦，人家小仙女领情吗,1,ToxiCN
乾坤再造日，桖洗嘿枸时,1,ToxiCN
mv一开始是黑色的背景，一个白人在唱，然后还有个戴着耳机的黑人唱,0,CHSD
晚安，很谢谢你，能够不歧视同性恋。希望你，能够一直幸福，然后每天都能够开开心心的，然后你也可以做一些自己喜欢做的事情啊，女生也要有自己的事业。为女性同胞的gay蜜，我希望女性能够有自己的事业这样能够更好的活出自己。🤣,0,ToxiCN
你不就是自己玩游戏玩的不好，还骂别人吗？,0,ToxiCN
记得看过一本隐喻黑人的悬疑小说，揭示了黑人的丑恶嘴脸，主角好像叫肖万来着，还是肖旺,1,ToxiCN
因为她们喜欢拳啊。,1,ToxiCN
如果我没记错的话这个楼猪可是大名鼎鼎跪虫圣父标到今天发了一个虫类及其它们后代虫混增长录事实没有任何问题但是经过著名大名鼎鼎跪虫圣父标发出来就有点居心叵测毕竟古人言：事出反常必有妖！,1,ToxiCN
看你是女的好欺负罢了。,0,ToxiCN
妈耶我也是这样的可为啥别的这样的人都有女朋友,0,CHSD
上海。 小地方的人跑来大都市，说大都市排外。,1,CHSD
在北京开这车的你得小心了，没准就是赵德汉，冰箱里、床底下、墙面里，都是大捆大捆的,0,CHSD
两句话回答问题：中国人是我见过种族歧视最严重的！,1,CHSD
就跟台湾某些人人一天到晚要脱离中国，说大陆人不去旅游了，环境好了，他妈的又一天到晚要我们政经分开，多去旅游。。。 台湾某些明星一天到晚大陆恶心。又跑大陆圈钱。,1,CHSD
没有世界帮助，非洲还生活在原始社会。,1,ToxiCN
还有一些连黑都不算的，直接对江西骂的都有，骂江西人ex的，骂江西重男轻女第一的，骂江西人跟韩国人一样自大的。还有些冒充江西人的外省人，以江西的名义去到处比比，真就跳进黄河洗不清了，我是没见过有哪个省被黑得这么厉害,1,ToxiCN
此人品行恶劣，但一个人不能代表几十亿人。,0,ToxiCN
非洲引进的“高材生”,1,ToxiCN
黄种人站的地方比较好。,0,CHSD
再找个算命的跟她说命里和子女犯克，必须寄养，或许还能挽救孩子。,0,CHSD
中国人歧视黑人？？开什么玩笑~,1,CHSD
支持憨色正义破女权防,1,ToxiCN
面对华裔和其它亚裔更有归属感。,0,CHSD
据我所知，卷出来的90后00后的学生可不好对付，要是知道你的水平太次是走后门进来的，有九十种让你难受的法子。有些走捷径进了大陆名校的台湾学生很快就退学了，你以为仅仅是成绩原因吗？,0,ToxiCN
哈哈哈，笑尿了,0,ToxiCN
两个月袭击四人,0,ToxiCN
仗义每多屠狗辈，再者说，天津卫的大耍儿，要的是面儿，家门口不能栽面儿啊，打不过几个维子小偷？还混不混了啊,1,CHSD
加足马力🐛,0,ToxiCN
我也不是黑你，安徽这个地方存在感不高啊,1,ToxiCN
东北已经代替了/尤其看见快手上的傻逼/正常的东北人想解释都解释不清,1,ToxiCN
我会拒绝公开支持或者反对BLM。,0,CHSD
贩毒、持枪抢劫（黑人孕妇）、用假钞的弱者。呵呵！,1,CHSD
以上这么多匿名的重庆人深刻阐明了老油的好处，然而就是没有一个人肯出来说一句老油到底是不是别人吃剩的锅底里捞出来的。,0,CHSD
新疆人卖切糕,1,ToxiCN
习惯了黑暗就应该为黑暗辩护吗？什么逻辑这是？杨笠这么做和那些歧视女性的人一样得卑劣无耻。,1,CHSD
内蒙古呼伦贝尔欢迎您,0,CHSD
蝴蝶鸡死的好,1,ToxiCN
有人就喜欢听文章的最后一句话,0,ToxiCN
北方人都热情豪爽五大三粗不讲卫生。。。,1,CHSD
说真的，想去别人地头上混，被歧视是人之常情。中国会让白人来执政吗？,1,CHSD
你这不是自相矛盾么，法国女性劳动参与率比日本韩国都低，所以法国女性地位低？太一刀切了,0,CHSD
两个字。奈斯。,0,ToxiCN
梦给我一个管理吗？,0,ToxiCN
啥？贺南咧？贼窝！就知道偷井盖儿，去哪都不能去贺南！不中！贺南人最坏咧！,1,CHSD
不想一棍子打死车、房、彩礼你们倒是一视同仁啊😆,1,ToxiCN
还是说清楚好，你会有别的念头对她，以后也会有别的女人以同样的理由对你,0,ToxiCN
并不是华裔处在最底层，而是我们鄙视他们所以他们处在最底层。,0,CHSD
拜托，男人婚前私生子是他道德不检点，女人婚前被强奸和她没有任何关系！,0,CHSD
舔狗给她整自信了,1,ToxiCN
人家写明白了是系统删帖哎,0,ToxiCN
江苏的高三和复读真的很崩溃很压抑，几乎觉得自己被憋死,0,CHSD
上海土著，反对歧视外地人！但是我们希望，新上海人和老上海人能携起手来，共同传承吴语，勿相互攻击。,0,ToxiCN
中华人民共和国 快管理一些地域黑吧,1,ToxiCN
觉得并不是台湾女生很讨厌男生打架，而是因为，当你喜欢一个人的时候，你就会很担心那个人的安危，而那个年纪的女生又很别扭，所以就变成了“男孩子打架真的很讨人厌”这样的既视感,1,CHSD
做护理工作的时候，男病人希望是女护士护理，女病人同样是希望女护士护理。,0,CHSD
美国白人警察打死黑人，我一点都不同情黑人。不要因为黑人被欺负就同情黑人。,0,CHSD
黑人掏枪打死中国人，被警察逮捕，然后全美游行暴乱抗议警察种族歧视，国内媒体大肆宣传,0,CHSD
美国真是弱的可怕，一个黑人就把它整暴乱了,1,CHSD
我就是种族歧视怎么了，我不光歧视黑人，还歧视白人，,1,CHSD
那个吧真恶心?,1,ToxiCN
女人就是如此矫情,1,ToxiCN
"这次是亚裔，上次是哪个族裔？,还是说除了美国白人以外其他族裔都会受到歧视，除了美国白人以外其他族裔都会互相歧视，互相伤害？,是的。,最早生活在美国土地上的印第安人已经被屠杀的没几个人了，黑人是掠夺过来的劳动力，早期华人难道不是？",1,CHSD
时间紧，没时间一个个打字了，详情请看新闻报道山东辱母杀人案，我们要先从法律层面看一个人,0,CHSD
诶，这还没有强奸就对女性造成这么大的折磨，你应该告诉你老公，去把这货打一顿出出恶气，说不定就好了,0,CHSD
本人有位兄弟 河南人常驻新疆…但人真好,0,ToxiCN
黑人物什么的很无爱的。一月明明很帅有木有!~【啊空你到底是萌神还是帅比←_←,0,CHSD
txl没吗,1,ToxiCN
你自己自尊自强谁会不尊重你，何来压迫之说。,0,ToxiCN
印度人对小米有执念，非要搬一台大电视回去,0,CHSD
在性少数中，LGBT已经越来越有话语权了，受到的歧视已经越来越少了。,1,CHSD
搞地域歧视的都是憨憨,1,ToxiCN
大胆！南大人能叫心机吗？那叫聪明，叫智慧，叫见识,1,ToxiCN
外省人去好适应嘛(坐标新疆)，本校的汉语国际教育专业怎么样,0,CHSD
"是，这次暴乱使韩国业主损失惨重。,为什么？黑色慕斯林们报复92年洛杉矶之仇。,安提法有组织的打砸抢烧亚裔资产，蓄意挑起更大的种族冲突,桂乎支持老“”的安那其、托匪、沛蝤派们，可以去亲身体验一↓什么是打砸抢烧。打不残你，算我输。",1,CHSD
辽宁大连的，一直想大冬天去吉林长白山瞅瞅，感受大雪封山的感觉,0,ToxiCN
但是我们要“理解”基佬，因为它们在现实生活中活得太憋屈了，它们之所以把别人先禁言了又去麻人，就很好的证明了这一点，它们需要发泄，但是又害怕看到那些回击它们的内容，所以只能如此,1,ToxiCN
老外付1％的责任，锅女付99%责任呗，那老外1％责任在于自己掏钱买的机票，自己办的签证，而不是锅女帮他们买机票，办签证,1,ToxiCN
每天叫唤前台的姆人，送快递，寄快递，每天都要找理由骂她一顿，今天把它都给骂哭了，爽,1,ToxiCN
最牛叉的黑人家族。第一个进入白人小学的非裔美国人RubyBridges。好多保镖。,0,CHSD
香港人？你猜他是亿万富翁，还是千万富翁？,0,CHSD
东北人去南方上大学需要注意什么?,0,CHSD
楼主不要说话，当你说你是“北京人”的时候，已经有无数双眼睛盯上了你，胆敢有一丁点儿不和谐的声音，你就是看不起人，就是矫情，就是觉得你户口优越感爆棚。 什么话题都可以一群人四面八方的来讨论，但唯独就是你不可以，因为你在他们眼里是异类~,0,CHSD
又改名了，再更一个指路牌:搜最开始那个名字，评论区第一个就是当事人。,0,ToxiCN
编的能不能再假点🤣作风问题不上报是吧,0,ToxiCN
几个犯罪前科社会闲散人员U型锁能提这么多年，结果第二次文革没让你盼来，亚裔倒是横死几批了[尴尬],1,CHSD
赞同你的话，但我看东北贴吧把大连也黑的够惨，叫什么海王八，我看完又气又笑??,0,CHSD
所以，是谁创造了这么个警察要随时小心枪击的环境？是谁让黑人接受不到良好的教育？是谁让一个有多次前科的人还能出狱而不是在监狱里待一辈子？是谁放纵贩毒使得他接触到毒品？这些人活得好好的，民众自相攻击。哎，,0,CHSD
所言极是！而且有一个很有意思的现象，往往越是资质平平的直男就越反同，相反越是素质高修养好的帅哥，反而对同性恋很包容……,1,ToxiCN
这个人哪个非洲国家的？,1,ToxiCN
肤色是显性基因，遗传概率大,0,ToxiCN
好讽刺，目前官方上宣传的友好国家都是民间歧视华人最厉害的,1,CHSD
跟那些宣传日军扶老太太过马路的有什么区别？,0,ToxiCN
抱歉，我就是歧视被黑人，就是其实被黑人骗炮最后还生下孩子的人，就是其实中国中国国籍的黑人小孩，白皮也是一样。中国不欠黑人什么，种族歧视中国人也是受害者，,1,CHSD
评论区更恶心，女权真是吃人不吐骨头！,1,ToxiCN
抚顺瞧不起大庆…,1,ToxiCN
这就有点魔怔了,0,ToxiCN
你也应该多去健身房练练,0,ToxiCN
放心吧，没有男的会喜欢你,0,ToxiCN
什么反弹？人家骂人总要找个借口吧，但是中国女权要是那么厉害了早就女权社会了，女总统好几个了。当年德国日本侵略者也是有充分理由的，没有理由就找理由，总不能这点事挡财路,1,CHSD
一头猪的猥琐之气是藏不住的,1,ToxiCN
被你看得起还真是丢人呢。你威场场50+，抱着数据喝西北风去吧。,0,CHSD
小红书资深用户，刷到的都是美妆，穿搭，腹肌小哥哥，还有一堆妆改容貌焦虑的。,0,ToxiCN
我是不支持男女平等，本来男女就存在差异，何必搞得那么极端，这口号就喊的不现实，互相尊重就行了，不行就开撕，别扯平等。,0,ToxiCN
抖音真的可以,0,ToxiCN
座山雕貌似是西南那嘎达的吧？😅,0,ToxiCN
很多人至今仍认为艾滋是遗传病！借此宣传非洲黑人种族的天生卑贱。可怕可怕。,1,CHSD
福建人 为了媳妇在四川生活 真的感觉每天吃饭头都被辣开了,0,CHSD
我老早就说，中国人歧视黑人、不歧视白人，同时反对自己被歧视。,1,CHSD
2000年在北京大学生运动会做支持，一天早上到奥体，看一黑人运动员赤膊在院子里跑步，那肌肉线条，看得我感觉牙根痒痒，就想上去咬一口，幸好追不上。,0,CHSD
南蛮就是南方的少数民族,1,ToxiCN
在家骂黑鬼出门惦念弗洛伊德？🤔,1,ToxiCN
最近有一对韩国情侣就被黑人成功保博了。 [开心]祝你成功申请到博士！,0,CHSD
很严重，严重到什么程度了，基本上除了我们国家的感觉很好其他所有地方都觉得我们国家重男轻女。,0,CHSD
不是？怎么就又黑河南人了？说一句客观事实就是黑？就地域歧视？人家也没说侮辱性次啊。哪里学来的如此敏感？神他妈政治正确性质文字狱。美国政治正确就特恶心，现在发现中国也有这揍性了。真鸡儿烦！,0,CHSD
没事，至少我们知道自己很安全[机智]男孩子，最重要的是出门保护好自己,0,CHSD
_xDD8D__xD83E_：🛏👧：❌👧：✉️🏫：🙉🙊🦍：🔪👧🌲🌌：☠👨👩👧：👨👩：😰😭🏫：🎙👩👨：🚪🤫💵🤐👫：❌💵：⏳👮🦍：🇺🇸👤：🏫☂🇨🇳：😡😡😡🤬🤬🤬🏫：🔇📱🖥📷：🔒✉️🦍：🤭🤭🤭😏,1,ToxiCN
如果每个地方都要求完全自主，那中国各省全都分家过算了。山西陕西的煤，黑龙江的石油，东三省和黄淮海的粮食等等。没有了全国一盘棋，你会发现得到的比失去的多多了。还有，内陆中西部省份没有了中央转移支付，拿什么发展？干脆让他们学阿富汗？,0,CHSD
谢谢可爱的作者，两边都有憨批，现在是个人都敢披着黑皮乱黑人，你要保护好自己的个人信息哦[红心],0,CHSD
林书豪在NBA能拿千万年薪，即便如此那些人还有着自己能击败他的幻觉，只能说明对亚裔的歧视乃是根深蒂固。,1,CHSD
茂名骗子多。,1,CHSD
看过一个数据，好像媚黑的大部分女性都在上海，广州等发达城市。媚黑的还有在身上纹黑桃♠️纹身的，不能理解。黑人真心觉得不好看，而且大部分都是带那种病的。完了好多媚黑女性还找中国的“接盘侠”，还提好高好高的要求。中华男儿不好吗？,1,CHSD
出个周公御龙披风要的自己代价MMM黑人骗子勿扰~,1,CHSD
昨天还提倡母乳，限制卖奶粉，本来说是反家暴，结果突然提出这种奇怪的东西，我看就是上面既想劝生，又想故意借男女矛盾，避免把矛盾引导自己头上,0,ToxiCN
我从德国来美国以后，觉得这里华人生存环境确实险恶，歧视严重，就连签证排期都是中国人排队，台湾人都不排队呢，没人觉得这也是歧视吗？,1,CHSD
同等训练中国人力量小于白人黑人……最能代表绝对实力和爆发力的举重……,0,CHSD
我们内地就先被他们黑得很惨啊,1,ToxiCN
翻墙别发布不良信息、反动言论，也别浏览啥政治敏感话题，其他的国家没空管你的😅太多了，管不过来,0,ToxiCN
有些人最近就一直拿女的要求停车说事，拜托隧道里能随便停车？其次这个多次又是哪里来的？,0,ToxiCN
那么清浊送气三种（或四种）对立非常明显的印度人学日语呢？,0,CHSD
因为知道自己要面对的是一个充满留言蜚语和恶意的社会，是一个对同性恋极度不友好的世界。,1,CHSD
其他省监狱也满满的呢😄,0,ToxiCN
全知乎的人都讨厌你，不信搞个公投试试,1,ToxiCN
黑人英雄爱吃西红柿和土豆,0,CHSD
你理解不能是因为，华人不欠黑人的，白人欠。,1,CHSD
台湾人不是自我标榜有文化有素质看不起大陆人么，哈哈,1,CHSD
仙女，求你一直更，好吗[害羞],0,CHSD
是的，支持,0,ToxiCN
外嫁出去和外娶进来，老传统了，一来某些帮助歪果男友做些违法犯罪的事，,1,ToxiCN
有人黑说明有存在感，山西的存在感实在是低到没人黑，悲哀,1,ToxiCN
消除性别歧视（指女性优先）,0,CHSD
统计数据是这样，不过已经几乎是全球最低了。,0,ToxiCN
新日暮里多机油，只去一次不会够,0,ToxiCN
这种的千万别碰她一下，不管是脚鞋子衣服人。。。时候都能告你非礼性骚扰。。。,1,ToxiCN
黑就黑吧，地域黑是慣例無可避免，黑呀黑就習慣了，不在乎了。,1,ToxiCN
本人男同。 如果只考虑性，双，直男，或者1都可以，是个能让我感性趣的男人我都可。,0,CHSD
***倒是开个权限让我评论啊,0,ToxiCN
女性直男癌的更多当然，这件事部分旁观者网友（不分男女）不只是体现了直男癌那么简单,1,CHSD
你看起来也挺了解的，白天接完富婆，晚上还要给中年男老板解闷，真担心你身体吃不消。,1,ToxiCN
是你给这个黑人送的毒品吧？不然你怎么这么确定。,0,CHSD
今年30岁了，过完年31了。,0,CHSD
中国男人是全世界最负责，最有责任心的，怀孕了就准备房车彩礼把女方娶了……什么！？非洲有一堆黄黑混血私生子？别问，问，就是国女打飞滴跑过去和当地男人生的什么！？孩子妈是黑人？！别问，问，孩子爹就是日本男人，再问，就是韩国男人，再再问就是越南男人，老挝男人，柬埔寨男人，朝鲜男人，蒙古男人什么！？黑女都找到中国大使馆去了？津巴布韦总统都点名了？emmmm……那肯定是国男被黑女偷了精子怀上的，一定是拜登再打牌,1,ToxiCN
对的！有包含爱国内容！！！,0,ToxiCN
有毛病吧，现在很多男同胞所有工资都上缴，零花钱少的可怜，现在连限制老婆消费都算家暴？什么叫严格限制？这个尺度谁来规定，是不是像笑话讲的，大事老公决定，小事老婆决定，事情是大是小，老婆决定？老婆说这是严格老婆说不是就不是，那还限制个鬼！！！！,1,ToxiCN
由此可见，血性是多么重要的一个东西。现在成天宣传什么友好，友好是双方面的，单方面的示好叫归添，不是友好。,0,ToxiCN
是个正常人都反感打拳吧……不分男女,0,ToxiCN
人又帅又高,0,ToxiCN
如此完美？哈哈哈，就胸前那干瘪的半两肉嘛,1,ToxiCN
上海当时再朋友圈里疯传，大家都收到了看，然后啧啧骂他，然并卵，最后也没闹大就这样了，只是周终于不再恶心上海人了而已，去了浙江卫视。,0,CHSD
接盘侠是谁啊 真恶心 希望是广东的黑叔叔,1,CHSD
我是高贵的黑人哥哥，讨厌郭某楠，请联系我👍️,1,ToxiCN
就跟王者荣耀一样，射手要配一个明世隐，你要想变帅，得配一个她这样的女朋友。明世隐常在，而这样的女朋友却不好找啊，泪崩,0,CHSD
最后一步棋，出国旅游可以，赞成，她自个儿去就行了。,0,ToxiCN
不但喜欢N待小动物，还喜欢偷kui别人信件，如果是从小有父爱作为正面引导，哪里会演化成这样的变太,1,ToxiCN
这个公然歧视亚裔的游戏别玩了 我铁盒已经退了,0,CHSD
。。。。。他可能不理解吧。我当初的室友，一听到我喜欢男的，俩男的，都说恶心，可没嫌弃过我，,0,CHSD
井盖是河南人的第一桶金,1,CHSD
广东就根本不熟，都不知道黑啥。。。,0,ToxiCN
这样的生活方式不被人恶心才怪 想一下广州的黑人 就知道了 窝在华人圈的人就应该赶到自己国家 在任何国家就把自己当成一个国家的人 不然永远活不好,1,CHSD
女拳发财新手段,1,ToxiCN
有印象，忘了评论的什么了。,0,ToxiCN
性方面也是比不了的,0,ToxiCN
你能分清楚河南安徽河北山东青海甘肃内蒙和东三省的区别么？,0,CHSD
我作为男性，是支持女权的。中国男人的社会压力太大了，女权崛起，分担部分压力是极好的。,0,CHSD
艹，b站女拳集中营啊，评论区,1,ToxiCN
教学楼两层有四个厕所，只有一个男厕,0,CHSD
为什么要纠正她们？你们希望她们过一个幸福的生活吗？,1,ToxiCN
黑河南人主要是段子，图一乐，恶意不多，但是对莆田人不止是黑而是控诉了，真的恶事做尽，同为福建人真觉得羞，而且莆田重男轻女，女生不生儿子就坚决不结婚这也可见人品。,1,CHSD
这应该是SM了,1,ToxiCN
钱别瞎花，买资产，买能提供稳定现金流的资产，买能买到的核心资产，价格合适就使劲买,0,ToxiCN
普信男破防实录了，属于是🤭🤭,1,ToxiCN
山东落后就落后在人才外流，垃圾入境,1,CHSD
因为白花花的妹子被黑乎乎的汉子糟蹋更有视觉冲击感。,0,CHSD
居然没有一个拳师冲。,1,ToxiCN
真是国际母狗总是那么迷之自信准确来说并不是国际鬼子虫类及其它们后代虫混是犹太人走狗鹰犬爪牙深入到中国的各行各业才是真事,1,ToxiCN
sb！真正聪明的男人已经留下了种子还不用负责！,1,ToxiCN
感觉黑人给ysl丢脸,1,ToxiCN
穷黑龙江也不是最穷的,0,ToxiCN
有多严重呢？ 一个女人，让自己孩子随了父姓，就被x博骂上了热搜，吐出的字眼要多难看就有多难看。,0,CHSD
你底子本身就是甜甜萌萌女娃，被短发跟小时候穿搭,0,CHSD
配得上，可以上，不可以结婚,0,ToxiCN
黑人的地位根本不是自己反抗斗争而来的，而是白人内部斗争背景下，白左有意扶持的一条狼，用来对付白右的。而华人因为母国的缘故，被美国白左白右同时视为大敌，却是连做狗都没资格的，,1,CHSD
荷兰霸榜是因为网易天涯那会儿有意为之…但是荷兰老哥们属实聪明 好多年不争不辩了…现在黑东北的格式一般都是 东北人懒 东北人喜欢骂人吹币等等靶点东北人一般不会就问题本身回怼 通常回应方式都是“东北人是你跌”🤣🤣反正地域黑这事儿本身就不讲理 东北人的性格加持 估计以后长期霸榜了,1,ToxiCN
有点恐怖啊！,0,ToxiCN
哈麻批，你也可以用于开玩笑的时候骂人啊，又不是总是用于吵架，最好是加上老子，重庆人日常说话那种喜欢带脏字。就算，说哈麻批嫌语气重了，也可以说哈批啊。,0,CHSD
这幕刃就是个xn装s，说的话不明不白，偷换概念，初中没毕业，彩礼就是在物化女性，,1,ToxiCN
我从小在北京长大 我爱我的家乡美食 同时我也爱中国的美食 甚至世界的美食 我不会因为某一种美食不合的我胃口就大肆抨击 这种情况往往是没有良好教育的人所体现的。,0,ToxiCN
别人的女儿跟黑人谈恋爱：支持恋爱自由，拒绝种族歧视。自己的女儿跟黑人谈恋爱：老子非要打断你的腿！,1,ToxiCN
